tmc_code,measurement_tstamp,speed,average_speed,reference_speed,travel_time_seconds,confidence_score,cvalue
TMC005,01/15/2019 00:05,62.36,62.36,65.0,40.41,25,
TMC005,01/15/2019 00:10,60.01,60.01,65.0,41.99,25,
TMC005,01/15/2019 00:15,61.49,61.49,65.0,40.98,25,
TMC005,01/15/2019 00:20,60.93,60.93,65.0,41.36,25,
TMC005,01/15/2019 00:25,62.0,62.0,65.0,40.65,25,
TMC005,01/15/2019 00:30,62.74,62.74,65.0,40.17,25,
TMC005,01/15/2019 00:35,65.75,65.75,65.0,38.33,25,
TMC005,01/15/2019 00:40,62.38,62.38,65.0,40.39,25,
TMC005,01/15/2019 00:45,66.68,66.68,65.0,37.79,25,
TMC005,01/15/2019 00:50,66.79,66.79,65.0,37.73,25,
TMC005,01/15/2019 00:55,64.5,64.5,65.0,39.07,25,
TMC005,01/15/2019 01:00,62.35,62.35,65.0,40.42,25,
TMC005,01/15/2019 01:05,64.84,64.84,65.0,38.86,25,
TMC005,01/15/2019 01:10,60.17,60.17,65.0,41.88,25,
TMC005,01/15/2019 01:15,56.93,56.93,65.0,44.26,25,
TMC005,01/15/2019 01:20,58.27,58.27,65.0,43.25,25,
TMC005,01/15/2019 01:25,60.6,60.6,65.0,41.59,25,
TMC005,01/15/2019 01:30,57.55,57.55,65.0,43.79,25,
TMC005,01/15/2019 01:35,61.24,61.24,65.0,41.15,25,
TMC005,01/15/2019 01:40,62.28,62.28,65.0,40.46,25,
TMC005,01/15/2019 01:45,60.61,60.61,65.0,41.58,25,
TMC005,01/15/2019 01:50,56.47,56.47,65.0,44.63,25,
TMC005,01/15/2019 01:55,55.47,55.47,65.0,45.43,25,
TMC005,01/15/2019 02:00,63.6,63.6,65.0,39.62,25,
TMC005,01/15/2019 02:05,59.93,59.93,65.0,42.05,25,
TMC005,01/15/2019 02:10,63.72,63.72,65.0,39.55,25,
TMC005,01/15/2019 02:15,65.43,65.43,65.0,38.52,25,
TMC005,01/15/2019 02:20,64.67,64.67,65.0,38.97,25,
TMC005,01/15/2019 02:25,66.07,66.07,65.0,38.14,25,
TMC005,01/15/2019 02:30,53.75,53.75,65.0,46.88,25,
TMC005,01/15/2019 02:35,63.06,63.06,65.0,39.96,25,
TMC005,01/15/2019 02:40,58.09,58.09,65.0,43.38,25,
TMC005,01/15/2019 02:45,65.7,65.7,65.0,38.36,25,
TMC005,01/15/2019 02:50,58.23,58.23,65.0,43.28,25,
TMC005,01/15/2019 02:55,62.5,62.5,65.0,40.32,25,
TMC005,01/15/2019 03:00,57.84,57.84,65.0,43.57,25,
TMC005,01/15/2019 03:05,62.37,62.37,65.0,40.41,25,
TMC005,01/15/2019 03:10,67.57,67.57,65.0,37.3,25,
TMC005,01/15/2019 03:15,63.79,63.79,65.0,39.5,25,
TMC005,01/15/2019 03:20,62.89,62.89,65.0,40.07,25,
TMC005,01/15/2019 03:25,59.73,59.73,65.0,42.19,25,
TMC005,01/15/2019 03:30,63.44,63.44,65.0,39.72,25,
TMC005,01/15/2019 03:35,67.76,67.76,65.0,37.19,25,
TMC005,01/15/2019 03:40,61.41,61.41,65.0,41.04,25,
TMC005,01/15/2019 03:45,64.74,64.74,65.0,38.92,25,
TMC005,01/15/2019 03:50,61.4,61.4,65.0,41.04,25,
TMC005,01/15/2019 03:55,62.93,62.93,65.0,40.05,25,
TMC005,01/15/2019 04:00,68.69,68.69,65.0,36.69,25,
TMC005,01/15/2019 04:05,62.08,62.08,65.0,40.59,25,
TMC005,01/15/2019 04:10,64.2,64.2,65.0,39.25,25,
TMC005,01/15/2019 04:15,58.98,58.98,65.0,42.72,25,
TMC005,01/15/2019 04:20,62.3,62.3,65.0,40.45,25,
TMC005,01/15/2019 04:25,65.43,65.43,65.0,38.51,25,
TMC005,01/15/2019 04:30,65.92,65.92,65.0,38.23,25,
TMC005,01/15/2019 04:35,55.0,55.0,65.0,45.82,25,
TMC005,01/15/2019 04:40,60.26,60.26,65.0,41.82,25,
TMC005,01/15/2019 04:45,63.54,63.54,65.0,39.66,25,
TMC005,01/15/2019 04:50,63.1,63.1,65.0,39.94,25,
TMC005,01/15/2019 04:55,60.19,60.19,65.0,41.87,25,
TMC005,01/15/2019 05:00,60.41,60.41,65.0,41.72,25,
TMC005,01/15/2019 05:05,59.36,59.36,65.0,42.46,25,
TMC005,01/15/2019 05:10,63.89,63.89,65.0,39.44,25,
TMC005,01/15/2019 05:15,63.49,63.49,65.0,39.69,25,
TMC005,01/15/2019 05:20,65.9,65.9,65.0,38.24,25,
TMC005,01/15/2019 05:25,63.86,63.86,65.0,39.46,25,
TMC005,01/15/2019 05:30,60.7,60.7,65.0,41.52,25,
TMC005,01/15/2019 05:35,59.24,59.24,65.0,42.54,25,
TMC005,01/15/2019 05:40,66.5,66.5,65.0,37.89,25,
TMC005,01/15/2019 05:45,60.35,60.35,65.0,41.75,25,
TMC005,01/15/2019 05:50,64.53,64.53,65.0,39.05,25,
TMC005,01/15/2019 05:55,59.67,59.67,65.0,42.23,25,
TMC005,01/15/2019 06:00,66.25,66.25,65.0,38.04,25,
TMC005,01/15/2019 06:05,64.44,64.44,65.0,39.1,25,
TMC005,01/15/2019 06:10,63.23,63.23,65.0,39.86,25,
TMC005,01/15/2019 06:15,61.6,61.6,65.0,40.91,25,
TMC005,01/15/2019 06:20,55.09,55.09,65.0,45.75,25,
TMC005,01/15/2019 06:25,58.99,58.99,65.0,42.72,25,
TMC005,01/15/2019 06:30,55.97,55.97,65.0,45.02,25,
TMC005,01/15/2019 06:35,54.93,54.93,65.0,45.87,25,
TMC005,01/15/2019 06:40,58.07,58.07,65.0,43.4,25,
TMC005,01/15/2019 06:45,53.96,53.96,65.0,46.7,25,
TMC005,01/15/2019 06:50,50.47,50.47,65.0,49.93,25,
TMC005,01/15/2019 06:55,47.15,47.15,65.0,53.45,25,100.0
TMC005,01/15/2019 07:00,46.85,46.85,65.0,53.79,25,100.0
TMC005,01/15/2019 07:05,40.21,40.21,65.0,62.67,25,100.0
TMC005,01/15/2019 07:10,43.56,43.56,65.0,57.85,25,100.0
TMC005,01/15/2019 07:15,46.75,46.75,65.0,53.9,25,100.0
TMC005,01/15/2019 07:20,44.46,44.46,65.0,56.69,25,100.0
TMC005,01/15/2019 07:25,42.17,42.17,65.0,59.76,25,100.0
TMC005,01/15/2019 07:30,33.45,33.45,65.0,75.33,25,100.0
TMC005,01/15/2019 07:35,36.91,36.91,65.0,68.28,25,100.0
TMC005,01/15/2019 07:40,40.38,40.38,65.0,62.4,25,100.0
TMC005,01/15/2019 07:45,47.73,47.73,65.0,52.8,25,100.0
TMC005,01/15/2019 07:50,41.15,41.15,65.0,61.24,25,100.0
TMC005,01/15/2019 07:55,44.66,44.66,65.0,56.42,25,100.0
TMC005,01/15/2019 08:00,43.87,43.87,65.0,57.44,25,100.0
TMC005,01/15/2019 08:05,46.9,46.9,65.0,53.73,25,100.0
TMC005,01/15/2019 08:10,44.66,44.66,65.0,56.42,25,100.0
TMC005,01/15/2019 08:15,48.7,48.7,65.0,51.75,25,100.0
TMC005,01/15/2019 08:20,51.85,51.85,65.0,48.6,25,
TMC005,01/15/2019 08:25,49.29,49.29,65.0,51.13,25,100.0
TMC005,01/15/2019 08:30,59.57,59.57,65.0,42.3,25,
TMC005,01/15/2019 08:35,58.82,58.82,65.0,42.84,25,
TMC005,01/15/2019 08:40,55.91,55.91,65.0,45.07,25,
TMC005,01/15/2019 08:45,61.29,61.29,65.0,41.11,25,
TMC005,01/15/2019 08:50,63.64,63.64,65.0,39.6,25,
TMC005,01/15/2019 08:55,66.34,66.34,65.0,37.98,25,
TMC005,01/15/2019 09:00,64.54,64.54,65.0,39.04,25,
TMC005,01/15/2019 09:05,56.41,56.41,65.0,44.68,25,
TMC005,01/15/2019 09:10,57.76,57.76,65.0,43.63,25,
TMC005,01/15/2019 09:15,66.46,66.46,65.0,37.92,25,
TMC005,01/15/2019 09:20,65.93,65.93,65.0,38.22,25,
TMC005,01/15/2019 09:25,62.01,62.01,65.0,40.64,25,
TMC005,01/15/2019 09:30,59.75,59.75,65.0,42.17,25,
TMC005,01/15/2019 09:35,65.58,65.58,65.0,38.43,25,
TMC005,01/15/2019 09:40,62.67,62.67,65.0,40.21,25,
TMC005,01/15/2019 09:45,59.11,59.11,65.0,42.64,25,
TMC005,01/15/2019 09:50,53.51,53.51,65.0,47.09,25,
TMC005,01/15/2019 09:55,62.88,62.88,65.0,40.08,25,
TMC005,01/15/2019 10:00,64.24,64.24,65.0,39.23,25,
TMC005,01/15/2019 10:05,62.49,62.49,65.0,40.33,25,
TMC005,01/15/2019 10:10,68.75,68.75,65.0,36.65,25,
TMC005,01/15/2019 10:15,63.04,63.04,65.0,39.98,25,
TMC005,01/15/2019 10:20,69.45,69.45,65.0,36.28,25,
TMC005,01/15/2019 10:25,67.59,67.59,65.0,37.28,25,
TMC005,01/15/2019 10:30,62.74,62.74,65.0,40.17,25,
TMC005,01/15/2019 10:35,57.62,57.62,65.0,43.73,25,
TMC005,01/15/2019 10:40,60.24,60.24,65.0,41.83,25,
TMC005,01/15/2019 10:45,67.06,67.06,65.0,37.58,25,
TMC005,01/15/2019 10:50,58.16,58.16,65.0,43.33,25,
TMC005,01/15/2019 10:55,63.92,63.92,65.0,39.43,25,
TMC005,01/15/2019 11:00,57.83,57.83,65.0,43.57,25,
TMC005,01/15/2019 11:05,61.9,61.9,65.0,40.71,25,
TMC005,01/15/2019 11:10,62.82,62.82,65.0,40.11,25,
TMC005,01/15/2019 11:15,62.81,62.81,65.0,40.12,25,
TMC005,01/15/2019 11:20,56.82,56.82,65.0,44.35,25,
TMC005,01/15/2019 11:25,60.82,60.82,65.0,41.44,25,
TMC005,01/15/2019 11:30,63.77,63.77,65.0,39.52,25,
TMC005,01/15/2019 11:35,60.06,60.06,65.0,41.96,25,
TMC005,01/15/2019 11:40,63.03,63.03,65.0,39.98,25,
TMC005,01/15/2019 11:45,62.76,62.76,65.0,40.16,25,
TMC005,01/15/2019 11:50,59.34,59.34,65.0,42.47,25,
TMC005,01/15/2019 11:55,61.79,61.79,65.0,40.78,25,
TMC005,01/15/2019 12:00,61.51,61.51,65.0,40.97,25,
TMC005,01/15/2019 12:05,61.94,61.94,65.0,40.68,25,
TMC005,01/15/2019 12:10,52.46,52.46,65.0,48.04,25,
TMC005,01/15/2019 12:15,59.69,59.69,65.0,42.22,25,
TMC005,01/15/2019 12:20,62.44,62.44,65.0,40.36,25,
TMC005,01/15/2019 12:25,63.18,63.18,65.0,39.89,25,
TMC005,01/15/2019 12:30,64.29,64.29,65.0,39.2,25,
TMC005,01/15/2019 12:35,65.03,65.03,65.0,38.75,25,
TMC005,01/15/2019 12:40,60.78,60.78,65.0,41.46,25,
TMC005,01/15/2019 12:45,61.68,61.68,65.0,40.86,25,
TMC005,01/15/2019 12:50,60.15,60.15,65.0,41.9,25,
TMC005,01/15/2019 12:55,65.46,65.46,65.0,38.5,25,
TMC005,01/15/2019 13:00,59.04,59.04,65.0,42.68,25,
TMC005,01/15/2019 13:05,60.9,60.9,65.0,41.38,25,
TMC005,01/15/2019 13:10,64.32,64.32,65.0,39.18,25,
TMC005,01/15/2019 13:15,59.12,59.12,65.0,42.62,25,
TMC005,01/15/2019 13:20,64.74,64.74,65.0,38.93,25,
TMC005,01/15/2019 13:25,60.24,60.24,65.0,41.83,25,
TMC005,01/15/2019 13:30,61.56,61.56,65.0,40.94,25,
TMC005,01/15/2019 13:35,63.21,63.21,65.0,39.87,25,
TMC005,01/15/2019 13:40,58.56,58.56,65.0,43.03,25,
TMC005,01/15/2019 13:45,66.79,66.79,65.0,37.73,25,
TMC005,01/15/2019 13:50,61.58,61.58,65.0,40.92,25,
TMC005,01/15/2019 13:55,66.06,66.06,65.0,38.14,25,
TMC005,01/15/2019 14:00,58.39,58.39,65.0,43.16,25,
TMC005,01/15/2019 14:05,59.94,59.94,65.0,42.04,25,
TMC005,01/15/2019 14:10,60.95,60.95,65.0,41.34,25,
TMC005,01/15/2019 14:15,62.79,62.79,65.0,40.14,25,
TMC005,01/15/2019 14:20,66.27,66.27,65.0,38.03,25,
TMC005,01/15/2019 14:25,61.83,61.83,65.0,40.75,25,
TMC005,01/15/2019 14:30,67.7,67.7,65.0,37.22,25,
TMC005,01/15/2019 14:35,58.78,58.78,65.0,42.88,25,
TMC005,01/15/2019 14:40,61.63,61.63,65.0,40.89,25,
TMC005,01/15/2019 14:45,64.52,64.52,65.0,39.06,25,
TMC005,01/15/2019 14:50,60.93,60.93,65.0,41.36,25,
TMC005,01/15/2019 14:55,68.45,68.45,65.0,36.82,25,
TMC005,01/15/2019 15:00,59.38,59.38,65.0,42.44,25,
TMC005,01/15/2019 15:05,58.52,58.52,65.0,43.06,25,
TMC005,01/15/2019 15:10,58.47,58.47,65.0,43.1,25,
TMC005,01/15/2019 15:15,54.53,54.53,65.0,46.22,25,
TMC005,01/15/2019 15:20,65.15,65.15,65.0,38.68,25,
TMC005,01/15/2019 15:25,65.2,65.2,65.0,38.65,25,
TMC005,01/15/2019 15:30,64.32,64.32,65.0,39.18,25,
TMC005,01/15/2019 15:35,60.89,60.89,65.0,41.39,25,
TMC005,01/15/2019 15:40,64.05,64.05,65.0,39.34,25,
TMC005,01/15/2019 15:45,56.9,56.9,65.0,44.29,25,
TMC005,01/15/2019 15:50,59.03,59.03,65.0,42.69,25,
TMC005,01/15/2019 15:55,58.86,58.86,65.0,42.82,25,
TMC005,01/15/2019 16:00,51.11,51.11,65.0,49.31,25,
TMC005,01/15/2019 16:05,55.76,55.76,65.0,45.2,25,
TMC005,01/15/2019 16:10,49.83,49.83,65.0,50.57,25,100.0
TMC005,01/15/2019 16:15,41.7,41.7,65.0,60.43,25,100.0
TMC005,01/15/2019 16:20,49.0,49.0,65.0,51.43,25,100.0
TMC005,01/15/2019 16:25,46.0,46.0,65.0,54.78,25,100.0
TMC005,01/15/2019 16:30,43.6,43.6,65.0,57.79,25,100.0
TMC005,01/15/2019 16:35,43.09,43.09,65.0,58.48,25,100.0
TMC005,01/15/2019 16:40,41.76,41.76,65.0,60.34,25,100.0
TMC005,01/15/2019 16:45,42.35,42.35,65.0,59.5,25,100.0
TMC005,01/15/2019 16:50,39.3,39.3,65.0,64.11,25,100.0
TMC005,01/15/2019 16:55,39.19,39.19,65.0,64.3,25,100.0
TMC005,01/15/2019 17:00,35.93,35.93,65.0,70.13,25,100.0
TMC005,01/15/2019 17:05,36.63,36.63,65.0,68.79,25,100.0
TMC005,01/15/2019 17:10,39.46,39.46,65.0,63.86,25,100.0
TMC005,01/15/2019 17:15,41.81,41.81,65.0,60.27,25,100.0
TMC005,01/15/2019 17:20,45.09,45.09,65.0,55.88,25,100.0
TMC005,01/15/2019 17:25,38.76,38.76,65.0,65.01,25,100.0
TMC005,01/15/2019 17:30,39.26,39.26,65.0,64.19,25,100.0
TMC005,01/15/2019 17:35,42.75,42.75,65.0,58.95,25,100.0
TMC005,01/15/2019 17:40,47.39,47.39,65.0,53.17,25,100.0
TMC005,01/15/2019 17:45,55.42,55.42,65.0,45.47,25,
TMC005,01/15/2019 17:50,50.72,50.72,65.0,49.68,25,
TMC005,01/15/2019 17:55,51.26,51.26,65.0,49.16,25,
TMC005,01/15/2019 18:00,58.15,58.15,65.0,43.34,25,
TMC005,01/15/2019 18:05,58.18,58.18,65.0,43.31,25,
TMC005,01/15/2019 18:10,53.81,53.81,65.0,46.83,25,
TMC005,01/15/2019 18:15,62.55,62.55,65.0,40.28,25,
TMC005,01/15/2019 18:20,63.62,63.62,65.0,39.61,25,
TMC005,01/15/2019 18:25,65.11,65.11,65.0,38.71,25,
TMC005,01/15/2019 18:30,67.15,67.15,65.0,37.53,25,
TMC005,01/15/2019 18:35,61.4,61.4,65.0,41.04,25,
TMC005,01/15/2019 18:40,65.56,65.56,65.0,38.44,25,
TMC005,01/15/2019 18:45,59.06,59.06,65.0,42.67,25,
TMC005,01/15/2019 18:50,64.03,64.03,65.0,39.35,25,
TMC005,01/15/2019 18:55,63.52,63.52,65.0,39.67,25,
TMC005,01/15/2019 19:00,60.02,60.02,65.0,41.98,25,
TMC005,01/15/2019 19:05,65.13,65.13,65.0,38.69,25,
TMC005,01/15/2019 19:10,63.74,63.74,65.0,39.53,25,
TMC005,01/15/2019 19:15,63.42,63.42,65.0,39.74,25,
TMC005,01/15/2019 19:20,67.01,67.01,65.0,37.61,25,
TMC005,01/15/2019 19:25,64.33,64.33,65.0,39.18,25,
TMC005,01/15/2019 19:30,65.35,65.35,65.0,38.56,25,
TMC005,01/15/2019 19:35,56.33,56.33,65.0,44.73,25,
TMC005,01/15/2019 19:40,59.29,59.29,65.0,42.51,25,
TMC005,01/15/2019 19:45,63.42,63.42,65.0,39.73,25,
TMC005,01/15/2019 19:50,60.59,60.59,65.0,41.59,25,
TMC005,01/15/2019 19:55,69.14,69.14,65.0,36.45,25,
TMC005,01/15/2019 20:00,61.97,61.97,65.0,40.67,25,
TMC005,01/15/2019 20:05,53.75,53.75,65.0,46.88,25,
TMC005,01/15/2019 20:10,66.27,66.27,65.0,38.03,25,
TMC005,01/15/2019 20:15,69.52,69.52,65.0,36.25,25,
TMC005,01/15/2019 20:20,67.07,67.07,65.0,37.57,25,
TMC005,01/15/2019 20:25,62.46,62.46,65.0,40.34,25,
TMC005,01/15/2019 20:30,68.63,68.63,65.0,36.72,25,
TMC005,01/15/2019 20:35,56.19,56.19,65.0,44.85,25,
TMC005,01/15/2019 20:40,61.44,61.44,65.0,41.01,25,
TMC005,01/15/2019 20:45,59.56,59.56,65.0,42.31,25,
TMC005,01/15/2019 20:50,64.07,64.07,65.0,39.33,25,
TMC005,01/15/2019 20:55,61.74,61.74,65.0,40.81,25,
TMC005,01/15/2019 21:00,61.41,61.41,65.0,41.04,25,
TMC005,01/15/2019 21:05,62.14,62.14,65.0,40.55,25,
TMC005,01/15/2019 21:10,63.11,63.11,65.0,39.93,25,
TMC005,01/15/2019 21:15,60.21,60.21,65.0,41.85,25,
TMC005,01/15/2019 21:20,54.23,54.23,65.0,46.47,25,
TMC005,01/15/2019 21:25,58.7,58.7,65.0,42.93,25,
TMC005,01/15/2019 21:30,63.15,63.15,65.0,39.9,25,
TMC005,01/15/2019 21:35,59.27,59.27,65.0,42.52,25,
TMC005,01/15/2019 21:40,64.47,64.47,65.0,39.09,25,
TMC005,01/15/2019 21:45,64.77,64.77,65.0,38.91,25,
TMC005,01/15/2019 21:50,62.37,62.37,65.0,40.41,25,
TMC005,01/15/2019 21:55,61.51,61.51,65.0,40.97,25,
TMC005,01/15/2019 22:00,55.67,55.67,65.0,45.26,25,
TMC005,01/15/2019 22:05,68.98,68.98,65.0,36.53,25,
TMC005,01/15/2019 22:10,59.98,59.98,65.0,42.02,25,
TMC005,01/15/2019 22:15,59.63,59.63,65.0,42.26,25,
TMC005,01/15/2019 22:20,56.16,56.16,65.0,44.87,25,
TMC005,01/15/2019 22:25,56.99,56.99,65.0,44.22,25,
TMC005,01/15/2019 22:30,60.39,60.39,65.0,41.73,25,
TMC005,01/15/2019 22:35,61.9,61.9,65.0,40.71,25,
TMC005,01/15/2019 22:40,59.44,59.44,65.0,42.39,25,
TMC005,01/15/2019 22:45,70.0,70.0,65.0,36.0,25,
TMC005,01/15/2019 22:50,67.03,67.03,65.0,37.6,25,
TMC005,01/15/2019 22:55,61.45,61.45,65.0,41.01,25,
TMC005,01/15/2019 23:00,59.48,59.48,65.0,42.36,25,
TMC005,01/15/2019 23:05,58.36,58.36,65.0,43.18,25,
TMC005,01/15/2019 23:10,60.47,60.47,65.0,41.68,25,
TMC005,01/15/2019 23:15,58.75,58.75,65.0,42.9,25,
TMC005,01/15/2019 23:20,58.24,58.24,65.0,43.27,25,
TMC005,01/15/2019 23:25,66.2,66.2,65.0,38.07,25,
TMC005,01/15/2019 23:30,58.48,58.48,65.0,43.09,25,
TMC005,01/15/2019 23:35,61.95,61.95,65.0,40.68,25,
TMC005,01/15/2019 23:40,63.11,63.11,65.0,39.93,25,
TMC005,01/15/2019 23:45,58.45,58.45,65.0,43.11,25,
TMC005,01/15/2019 23:50,60.29,60.29,65.0,41.8,25,
TMC005,01/15/2019 23:55,59.98,59.98,65.0,42.02,25,
TMC006,01/15/2019 00:00,61.92,61.92,65.0,40.7,25,
TMC006,01/15/2019 00:05,62.99,62.99,65.0,40.0,25,
TMC006,01/15/2019 00:10,66.94,66.94,65.0,37.65,25,
TMC006,01/15/2019 00:15,54.15,54.15,65.0,46.54,25,
TMC006,01/15/2019 00:20,60.7,60.7,65.0,41.52,25,
TMC006,01/15/2019 00:25,64.63,64.63,65.0,38.99,25,
TMC006,01/15/2019 00:30,61.35,61.35,65.0,41.08,25,
TMC006,01/15/2019 00:35,56.45,56.45,65.0,44.64,25,
TMC006,01/15/2019 00:40,57.68,57.68,65.0,43.69,25,
TMC006,01/15/2019 00:45,55.89,55.89,65.0,45.09,25,
TMC006,01/15/2019 00:50,63.66,63.66,65.0,39.59,25,
TMC006,01/15/2019 00:55,64.95,64.95,65.0,38.8,25,
TMC006,01/15/2019 01:00,57.85,57.85,65.0,43.56,25,
TMC006,01/15/2019 01:05,67.24,67.24,65.0,37.48,25,
TMC006,01/15/2019 01:10,61.03,61.03,65.0,41.29,25,
TMC006,01/15/2019 01:15,66.8,66.8,65.0,37.73,25,
TMC006,01/15/2019 01:20,59.63,59.63,65.0,42.26,25,
TMC006,01/15/2019 01:25,59.56,59.56,65.0,42.31,25,
TMC006,01/15/2019 01:30,64.3,64.3,65.0,39.19,25,
TMC006,01/15/2019 01:35,63.48,63.48,65.0,39.7,25,
TMC006,01/15/2019 01:40,65.67,65.67,65.0,38.38,25,
TMC006,01/15/2019 01:45,62.69,62.69,65.0,40.2,25,
TMC006,01/15/2019 01:50,56.68,56.68,65.0,44.46,25,
TMC006,01/15/2019 01:55,64.44,64.44,65.0,39.11,25,
TMC006,01/15/2019 02:00,55.78,55.78,65.0,45.17,25,
TMC006,01/15/2019 02:05,59.93,59.93,65.0,42.05,25,
TMC006,01/15/2019 02:10,62.92,62.92,65.0,40.05,25,
TMC006,01/15/2019 02:15,66.3,66.3,65.0,38.01,25,
TMC006,01/15/2019 02:20,66.1,66.1,65.0,38.12,25,
TMC006,01/15/2019 02:25,59.47,59.47,65.0,42.37,25,
TMC006,01/15/2019 02:30,63.48,63.48,65.0,39.7,25,
TMC006,01/15/2019 02:35,62.9,62.9,65.0,40.07,25,
TMC006,01/15/2019 02:40,65.87,65.87,65.0,38.26,25,
TMC006,01/15/2019 02:45,63.04,63.04,65.0,39.98,25,
TMC006,01/15/2019 02:50,68.18,68.18,65.0,36.96,25,
TMC006,01/15/2019 02:55,63.61,63.61,65.0,39.62,25,
TMC006,01/15/2019 03:00,65.5,65.5,65.0,38.47,25,
TMC006,01/15/2019 03:05,61.63,61.63,65.0,40.89,25,
TMC006,01/15/2019 03:10,58.54,58.54,65.0,43.04,25,
TMC006,01/15/2019 03:15,56.8,56.8,65.0,44.36,25,
TMC006,01/15/2019 03:20,56.22,56.22,65.0,44.83,25,
TMC006,01/15/2019 03:25,58.59,58.59,65.0,43.01,25,
TMC006,01/15/2019 03:30,58.47,58.47,65.0,43.1,25,
TMC006,01/15/2019 03:35,60.36,60.36,65.0,41.75,25,
TMC006,01/15/2019 03:40,58.04,58.04,65.0,43.42,25,
TMC006,01/15/2019 03:45,63.3,63.3,65.0,39.81,25,
TMC006,01/15/2019 03:50,62.17,62.17,65.0,40.53,25,
TMC006,01/15/2019 03:55,55.04,55.04,65.0,45.78,25,
TMC006,01/15/2019 04:00,62.83,62.83,65.0,40.11,25,
TMC006,01/15/2019 04:05,56.86,56.86,65.0,44.32,25,
TMC006,01/15/2019 04:10,65.74,65.74,65.0,38.33,25,
TMC006,01/15/2019 04:15,62.75,62.75,65.0,40.16,25,
TMC006,01/15/2019 04:20,67.15,67.15,65.0,37.53,25,
TMC006,01/15/2019 04:25,59.01,59.01,65.0,42.7,25,
TMC006,01/15/2019 04:30,64.05,64.05,65.0,39.35,25,
TMC006,01/15/2019 04:35,59.46,59.46,65.0,42.38,25,
TMC006,01/15/2019 04:40,61.55,61.55,65.0,40.94,25,
TMC006,01/15/2019 04:45,58.86,58.86,65.0,42.81,25,
TMC006,01/15/2019 04:50,56.72,56.72,65.0,44.43,25,
TMC006,01/15/2019 04:55,58.19,58.19,65.0,43.3,25,
TMC006,01/15/2019 05:00,66.51,66.51,65.0,37.89,25,
TMC006,01/15/2019 05:05,63.31,63.31,65.0,39.8,25,
TMC006,01/15/2019 05:10,54.56,54.56,65.0,46.19,25,
TMC006,01/15/2019 05:15,61.42,61.42,65.0,41.03,25,
TMC006,01/15/2019 05:20,63.89,63.89,65.0,39.44,25,
TMC006,01/15/2019 05:25,55.64,55.64,65.0,45.29,25,
TMC006,01/15/2019 05:30,63.42,63.42,65.0,39.73,25,
TMC006,01/15/2019 05:35,62.09,62.09,65.0,40.58,25,
TMC006,01/15/2019 05:40,61.39,61.39,65.0,41.05,25,
TMC006,01/15/2019 05:45,53.86,53.86,65.0,46.79,25,
TMC006,01/15/2019 05:50,56.72,56.72,65.0,44.43,25,
TMC006,01/15/2019 05:55,66.51,66.51,65.0,37.89,25,
TMC006,01/15/2019 06:00,64.39,64.39,65.0,39.14,25,
TMC006,01/15/2019 06:05,66.86,66.86,65.0,37.69,25,
TMC006,01/15/2019 06:10,61.54,61.54,65.0,40.95,25,
TMC006,01/15/2019 06:15,56.9,56.9,65.0,44.29,25,
TMC006,01/15/2019 06:20,54.24,54.24,65.0,46.46,25,
TMC006,01/15/2019 06:25,57.25,57.25,65.0,44.01,25,
TMC006,01/15/2019 06:30,53.16,53.16,65.0,47.4,25,
TMC006,01/15/2019 06:35,53.25,53.25,65.0,47.32,25,
TMC006,01/15/2019 06:40,49.83,49.83,65.0,50.57,25,100.0
TMC006,01/15/2019 06:45,43.08,43.08,65.0,58.5,25,100.0
TMC006,01/15/2019 06:50,48.73,48.73,65.0,51.72,25,100.0
TMC006,01/15/2019 06:55,47.35,47.35,65.0,53.22,25,100.0
TMC006,01/15/2019 07:00,47.2,47.2,65.0,53.39,25,100.0
TMC006,01/15/2019 07:05,41.92,41.92,65.0,60.11,25,100.0
TMC006,01/15/2019 07:10,29.4,29.4,65.0,85.7,25,100.0
TMC006,01/15/2019 07:15,42.23,42.23,65.0,59.68,25,100.0
TMC006,01/15/2019 07:20,34.4,34.4,65.0,73.27,25,100.0
TMC006,01/15/2019 07:25,34.23,34.23,65.0,73.61,25,100.0
TMC006,01/15/2019 07:30,37.09,37.09,65.0,67.95,25,100.0
TMC006,01/15/2019 07:35,35.85,35.85,65.0,70.29,25,100.0
TMC006,01/15/2019 07:40,27.46,27.46,65.0,91.76,25,100.0
TMC006,01/15/2019 07:45,38.01,38.01,65.0,66.29,25,100.0
TMC006,01/15/2019 07:50,40.34,40.34,65.0,62.47,25,100.0
TMC006,01/15/2019 07:55,43.4,43.4,65.0,58.07,25,100.0
TMC006,01/15/2019 08:00,42.13,42.13,65.0,59.81,25,100.0
TMC006,01/15/2019 08:05,42.74,42.74,65.0,58.96,25,100.0
TMC006,01/15/2019 08:10,48.44,48.44,65.0,52.03,25,100.0
TMC006,01/15/2019 08:15,48.63,48.63,65.0,51.82,25,100.0
TMC006,01/15/2019 08:20,51.79,51.79,65.0,48.66,25,
TMC006,01/15/2019 08:25,50.93,50.93,65.0,49.48,25,
TMC006,01/15/2019 08:30,53.09,53.09,65.0,47.47,25,
TMC006,01/15/2019 08:35,51.93,51.93,65.0,48.52,25,
TMC006,01/15/2019 08:40,58.05,58.05,65.0,43.41,25,
TMC006,01/15/2019 08:45,56.9,56.9,65.0,44.29,25,
